left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
tlp,0.5136783,0.4260877,0.48020172,0.50707614,0.41848105,0.46133134,0.40263033,0.5307641,0.4073272,0.40354595,0.39874145,0.4652795,0.46052447,0.47499186,0.543777,0.37762758,0.47648433,0.46384558,0.5438491,0.5065807
tly,0.44387704,0.40186757,0.45279405,0.3844582,0.42354748,0.49394858,0.3701038,0.4671534,0.38521436,0.35602775,0.4058635,0.44617125,0.5136757,0.40363634,0.5775733,0.4663997,0.42229325,0.46874312,0.45908022,0.43106964
tmb,0.5668779,0.6690619,0.61400145,0.35107207,0.6301091,0.6564103,0.71331567,0.38707462,0.43782344,0.72593427,0.4737009,0.38894314,0.32860953,0.45630184,0.5983815,0.42158827,0.6987303,0.43763033,0.38046998,0.7321523
tme,0.61235034,0.5412938,0.5582082,0.44179848,0.48598367,0.63016665,0.50817215,0.5340343,0.59928423,0.4893288,0.6138415,0.5654907,0.63441634,0.6807359,0.52977484,0.65268713,0.55809957,0.62796915,0.5942814,0.5765857
tmk,0.3865197,0.42574933,0.37455395,0.3560884,0.42476583,0.37095314,0.44491005,0.5701663,0.5379827,0.6226556,0.48687962,0.59277815,0.6171903,0.35210446,0.5720993,0.5555504,0.5626299,0.71778435,0.53568125,0.42488962
tmz,0.55716115,0.3971362,0.682551,0.41097808,0.45973718,0.73201257,0.43760097,0.42854413,0.61704624,0.5806039,0.67564315,0.43000367,0.64697003,0.48918006,0.36038435,0.7221931,0.75849724,0.36111522,0.6779219,0.63057363
tnj,0.40596125,0.5227857,0.47575426,0.39502266,0.4729631,0.4526902,0.47027048,0.5170565,0.4895115,0.47018147,0.45361486,0.50530124,0.50148207,0.4527266,0.5668563,0.44764534,0.4141019,0.4721436,0.40537593,0.523085
tns,0.42960197,0.34965757,0.5668853,0.7122155,0.7039863,0.49556226,0.7126568,0.4461903,0.3708009,0.6786168,0.63902766,0.5430456,0.7831556,0.6965161,0.6877847,0.32875296,0.4598654,0.6772058,0.59619784,0.57970804
toc,0.32539698,0.31944206,0.45344466,0.46498096,0.34807977,0.37971264,0.4418395,0.38594282,0.37222397,0.3751389,0.3273187,0.42119515,0.4357875,0.5080072,0.29797557,0.4643886,0.48511848,0.3600908,0.35071412,0.339297
toq,0.49544993,0.4602503,0.56048775,0.57017183,0.33772182,0.803132,0.43547514,0.57720363,0.52824706,0.5706224,0.45839944,0.41753262,0.47147223,0.42713827,0.36995012,0.32049632,0.4348724,0.47739595,0.58000755,0.52878255
tox,0.5311429,0.5947898,0.58117336,0.5481707,0.62642133,0.46653745,0.39548412,0.54938364,0.5265972,0.6305993,0.43584803,0.6193939,0.48976773,0.5941755,0.33653742,0.63253033,0.46573094,0.5880634,0.3814307,0.5927341
tpa,0.538544,0.47746447,0.46651652,0.4816464,0.517565,0.5691575,0.51994944,0.47361362,0.52105576,0.4885242,0.4766856,0.5649943,0.44120243,0.5086291,0.5388964,0.46065944,0.55116135,0.53083694,0.48075652,0.5704229
tpb,0.46136084,0.4014534,0.58693945,0.58505636,0.4430543,0.46223205,0.43797114,0.4321221,0.58891726,0.46216637,0.5955743,0.4846788,0.4460718,0.50503397,0.4316024,0.5150129,0.4654473,0.48274457,0.53339493,0.5970895
tpo,0.41528216,0.5069135,0.68754905,0.4585945,0.4241327,0.6422029,0.64547694,0.65062636,0.6716895,0.42547405,0.6459651,0.44614384,0.44101998,0.38649946,0.4081847,0.45280272,0.4008108,0.35040668,0.5936425,0.5879275
tpp,0.5918655,0.7220253,0.44801688,0.40642408,0.6240626,0.6375621,0.48120964,0.7870775,0.41984683,0.6057829,0.6448516,0.44167992,0.56011385,0.67294055,0.5107526,0.76173484,0.717604,0.5954889,0.48656765,0.6929689
tpz,0.6979638,0.3301603,0.70764434,0.36697483,0.5922139,0.679014,0.44389412,0.5847919,0.5299492,0.57001245,0.595858,0.649432,0.6283189,0.47958648,0.49834284,0.70068204,0.59015733,0.6405341,0.6382154,0.6795281
tqa,0.42961347,0.42221683,0.46239176,0.43960962,0.3978418,0.42008027,0.4351533,0.36386925,0.38153377,0.36478615,0.39178807,0.48748836,0.3741127,0.5834086,0.4574055,0.5765271,0.40144253,0.42149687,0.39340597,0.50236666
tqc,0.4956137,0.5263267,0.46383017,0.4689968,0.61433834,0.3829815,0.3863877,0.42256063,0.41003442,0.4735188,0.41753536,0.5126193,0.40390477,0.31592637,0.49708045,0.39566004,0.44957516,0.48062015,0.46156535,0.60934955
tqe,0.36295453,0.4067297,0.6181905,0.48542258,0.69984204,0.67041785,0.43814978,0.6313783,0.7377046,0.47856852,0.7172344,0.4624211,0.641315,0.68373346,0.5854632,0.5589783,0.6089002,0.37454495,0.5155721,0.6408907
tqi,0.7305846,0.37335026,0.46425074,0.67680734,0.5653285,0.7765164,0.49678078,0.8162352,0.81132185,0.5261139,0.39521736,0.41025844,0.4190478,0.4839026,0.72046745,0.42332053,0.6667646,0.38719246,0.40810364,0.47989336
tqm,0.6168434,0.4048537,0.5771495,0.4460177,0.48020428,0.6137982,0.48903945,0.6038899,0.1994091,0.46418142,0.46850416,0.3997396,0.5611562,0.51146233,0.56883067,0.6134638,0.4922053,0.54378116,0.50419533,0.57498485
tqo,0.46964908,0.59815615,0.47305387,0.48579955,0.59840333,0.49076962,0.5419843,0.4150224,0.67327476,0.53546786,0.59642935,0.53865564,0.4052075,0.5748175,0.54132706,0.54284716,0.6365521,0.619289,0.5231856,0.46639922
tqz,0.5402003,0.6027115,0.5252246,0.5417401,0.38005215,0.5138698,0.58751035,0.4090205,0.65807456,0.64989465,0.5969468,0.47290266,0.63835776,0.3380188,0.3079525,0.63174945,0.57620174,0.65480316,0.6762438,0.5220394
tre,0.39842167,0.4087792,0.49477133,0.507007,0.67855936,0.48260546,0.49941176,0.395604,0.5971267,0.48648667,0.5546284,0.3363287,0.41966784,0.40194476,0.6652344,0.4500088,0.33567563,0.55251414,0.64217466,0.42070195
tru,0.38908467,0.39218792,0.32869363,0.4312096,0.40172893,0.38249534,0.33460036,0.31576648,0.5557359,0.4581829,0.3970692,0.4327004,0.40110376,0.42877087,0.38482758,0.36928812,0.31863907,0.42223412,0.39913324,0.39091492
trx,0.4999289,0.5717297,0.6158316,0.5891627,0.6824901,0.4029669,0.5497205,0.56546146,0.42699793,0.47562844,0.52069134,0.5644782,0.5245947,0.49560934,0.6399255,0.5237836,0.5441945,0.5281004,0.47715005,0.51811314
tsp,0.4719651,0.560444,0.7095037,0.6358038,0.65318024,0.693701,0.47101918,0.6444316,0.7127831,0.72673935,0.6502609,0.37406865,0.4239081,0.5661939,0.6549719,0.45283666,0.645463,0.40732366,0.63806164,0.6564147
tsr,0.5184183,0.4666135,0.4137466,0.3886801,0.46449324,0.48576137,0.44885066,0.44692764,0.40660465,0.36964324,0.39454845,0.4033133,0.47750422,0.4923247,0.39166582,0.4333847,0.35623142,0.376778,0.38354003,0.31085175
tss,0.534649,0.48183075,0.49505898,0.5350411,0.48490128,0.47205412,0.50264925,0.40450037,0.5446077,0.5548944,0.5141984,0.4222685,0.48342305,0.46303818,0.46740118,0.46716413,0.408901,0.42816103,0.42098472,0.39657214
ttd,0.5056063,0.72725177,0.5984176,0.39195302,0.5568261,0.64505726,0.45637354,0.6458314,0.47405142,0.63379246,0.5275727,0.4172299,0.49830094,0.39366353,0.47524175,0.57417893,0.39239395,0.5570661,0.6314498,0.44116274
tti,0.73632246,0.64760995,0.80170316,0.47753274,0.5987018,0.47894156,0.5824865,0.5354255,0.6584253,0.47823858,0.3934625,0.44504035,0.5861519,0.71051854,0.70351744,0.44594294,0.39544755,0.57504976,0.71483225,0.5189919
ttl,0.45462546,0.5577531,0.43276733,0.4704967,0.4491593,0.49677452,0.43545583,0.49062285,0.5163049,0.44894978,0.59488547,0.47863916,0.50599325,0.48983705,0.44762692,0.41076478,0.4548581,0.5369788,0.49286917,0.50106543
ttq,0.6190071,0.7108881,0.6847808,0.5441039,0.5857162,0.7418884,0.7204364,0.44674972,0.69482774,0.7572262,0.4861351,0.31878716,0.64899486,0.7379974,0.70381534,0.6588872,0.66315144,0.7435643,0.75323427,0.6965017
tui,0.50523406,0.3831637,0.47417372,0.39214748,0.4289296,0.5352636,0.40820402,0.48157552,0.41607517,0.44376767,0.51019794,0.4776231,0.48673666,0.43272963,0.4469121,0.51194644,0.4507866,0.45920983,0.43624514,0.48380136
tvg,0.4232234,0.44266722,0.42411223,0.39410996,0.49475172,0.5137612,0.40080783,0.47461328,0.42313242,0.4476819,0.42179683,0.35112524,0.4843351,0.42510372,0.396241,0.4940522,0.38056052,0.52415425,0.41494545,0.45393965
tvo,0.5164882,0.46602333,0.41415623,0.546904,0.43901357,0.5847298,0.42348075,0.53444946,0.48650503,0.43769848,0.5153801,0.55258125,0.67709166,0.51763374,0.50452596,0.45616716,0.48358846,0.5166178,0.4357751,0.4158829
tvx,0.70172274,0.5872261,0.4869488,0.3970933,0.6069454,0.6019742,0.45848224,0.6510207,0.658845,0.37438017,0.48120832,0.649419,0.3902357,0.5020217,0.6490825,0.7088428,0.60160214,0.3888779,0.69548565,0.5298663
tvz,0.4819726,0.29379356,0.60228,0.5912302,0.37709475,0.57603735,0.62148374,0.40967602,0.6517809,0.66535765,0.6194005,0.5298696,0.6306395,0.51159126,0.57335055,0.28484067,0.573296,0.58883977,0.47575974,0.42651823
twn,0.34748796,0.50477535,0.3546272,0.45082164,0.40785933,0.42406222,0.43533152,0.566436,0.52435076,0.36640707,0.35844684,0.5806579,0.3736973,0.47725067,0.5159755,0.6057926,0.5162632,0.5596304,0.7954822,0.3251127
txg,0.53696525,0.46808553,0.5842734,0.58016634,0.59468555,0.37783885,0.46632344,0.5424222,0.49695238,0.5641054,0.5768845,0.40160045,0.63521224,0.6498501,0.51407146,0.5447354,0.43109062,0.59319854,0.4447615,0.59371686
txj,0.6281981,0.6037136,0.4779227,0.53347236,0.44564196,0.46296966,0.7012678,0.4418452,0.6415301,0.6932734,0.611477,0.7852623,0.70946395,0.7412821,0.53920454,0.80779386,0.6620993,0.38473436,0.43210402,0.6753816
txk,0.58129877,0.7187219,0.4572994,0.575299,0.6717891,0.49764895,0.6175006,0.48754326,0.65495867,0.48442435,0.665908,0.5356159,0.45915124,0.5933616,0.41501227,0.6012587,0.45755494,0.47287893,0.56378233,0.6740097
txl,0.55136114,0.53017974,0.49416825,0.45352596,0.41849265,0.46108386,0.5842443,0.45977297,0.54986143,0.5642475,0.45873424,0.5517303,0.5514276,0.5373338,0.43640658,0.46096206,0.6226913,0.4557597,0.40520033,0.49754363
txm,0.6359727,0.6105133,0.72520894,0.5247198,0.5672266,0.49217537,0.6359157,0.67295164,0.61745906,0.6775649,0.6582678,0.43677512,0.69145834,0.6117591,0.69678193,0.45699373,0.6521331,0.5695962,0.6028078,0.5470239
txx,0.32492208,0.41584638,0.32640123,0.63103884,0.36231992,0.45093966,0.30894017,0.30191997,0.46974784,0.4569085,0.41450638,0.3551248,0.3661908,0.37994024,0.3409817,0.40536278,0.32360384,0.44039562,0.4656681,0.40266535
tyf,0.62292075,0.36453092,0.34391817,0.44493428,0.37939352,0.6376918,0.6756909,0.28573158,0.6211312,0.52344334,0.5702149,0.34087798,0.47795603,0.65708596,0.5787819,0.5680729,0.62915653,0.6247147,0.48970145,0.4770153
tyk,0.44378743,0.5353932,0.46322465,0.5611559,0.5280148,0.53304994,0.5671471,0.4979651,0.4886996,0.57962847,0.5149255,0.4674108,0.48214567,0.6633145,0.47427925,0.48458803,0.5321108,0.6447674,0.4458142,0.49766216
tzq,0.63143134,0.60160995,0.701347,0.6825178,0.6427364,0.6711933,0.310474,0.596286,0.6309903,0.5425814,0.74232316,0.6440233,0.4529471,0.65602493,0.797035,0.6899731,0.3754773,0.6836903,0.37987632,0.70799947
uaj,0.52200556,0.39662233,0.6077041,0.4888205,0.53780735,0.52098644,0.42816168,0.5171413,0.5816205,0.495984,0.3894926,0.53128695,0.5527806,0.58588654,0.5642746,0.59196025,0.4546847,0.5673334,0.4927742,0.59371483
uak,0.4542329,0.5467736,0.5706756,0.32994255,0.38930994,0.37064138,0.5066426,0.61110675,0.5697164,0.2693808,0.4944352,0.36533424,0.28405392,0.41718242,0.42811564,0.8612271,0.29590127,0.38236436,0.6059206,0.5832549
uaz,0.7077553,0.73573565,0.459073,0.7125701,0.66934556,0.46733624,0.5793343,0.7046759,0.6501053,0.6436563,0.6400425,0.6008405,0.5239777,0.718313,0.7611297,0.4599983,0.50466615,0.39806706,0.49578807,0.7140706
ubl,0.5689819,0.60235435,0.55368537,0.5531313,0.5092683,0.65775216,0.45838198,0.5139454,0.4740973,0.6199215,0.5556918,0.5196565,0.57892764,0.42247176,0.58004254,0.4758699,0.53272647,0.49019998,0.6375519,0.62806875
ubm,0.66164726,0.60500556,0.6904412,0.36133623,0.5913375,0.65214986,0.623109,0.6938111,0.62756896,0.38747934,0.3425391,0.48905173,0.67206234,0.5649048,0.37810597,0.64046305,0.626694,0.6459774,0.68506527,0.49997768
ubq,0.5186607,0.41430724,0.57209754,0.7149991,0.5680068,0.45091343,0.27238548,0.59262234,0.40358877,0.5607744,0.52436864,0.6615137,0.54436255,0.55331486,0.3741543,0.5337067,0.6248513,0.43285462,0.45117077,0.5179016
ubr,0.40271652,0.6012244,0.45196384,0.7433184,0.6546372,0.42632857,0.43470675,0.7315737,0.6178679,0.3567659,0.7659633,0.56898445,0.42578325,0.61928844,0.5854397,0.7024678,0.46375763,0.45422396,0.7569204,0.5103033
ucc,0.2808911,0.51142526,0.35413265,0.4524875,0.32909405,0.40737262,0.41857636,0.4060487,0.5149437,0.36134058,0.44790524,0.3496855,0.41818568,0.3468275,0.31446505,0.5918036,0.462191,0.39585218,0.5592357,0.48035535
ucf,0.4301405,0.680439,0.27159876,0.5058739,0.6077002,0.5539131,0.48021343,0.671341,0.6180527,0.41248545,0.40105492,0.46668625,0.44021988,0.73652065,0.39634207,0.3638207,0.6591456,0.62247777,0.49315804,0.7342196
ucx,0.6110562,0.64783156,0.6182978,0.69475734,0.7186716,0.5683273,0.48377514,0.5436758,0.45824808,0.6780083,0.5768085,0.56999797,0.66654855,0.648423,0.70462245,0.65551597,0.6170519,0.6202565,0.69610167,0.6226586
udg,0.45491767,0.81776476,0.5103647,0.34821144,0.5253841,0.6432644,0.28223658,0.48729447,0.69657254,0.358467,0.67690045,0.7317644,0.36209533,0.715475,0.6294021,0.7804921,0.53635937,0.43902442,0.69470686,0.5027449
udu,0.6688242,0.64920825,0.6981782,0.704157,0.6321662,0.71607107,0.60863245,0.29025295,0.6264853,0.6364224,0.6139772,0.58084023,0.66999066,0.7369092,0.63254243,0.4135934,0.71516794,0.6262004,0.3377274,0.68017775
uec,0.40801474,0.5386464,0.55101717,0.56212944,0.6292082,0.5026811,0.5590265,0.41125435,0.5881714,0.47095573,0.55679715,0.5171356,0.4630949,0.43712547,0.5512312,0.39348125,0.5440054,0.58242863,0.5309893,0.58740616
ued,0.7038626,0.541398,0.73551875,0.44140616,0.4477653,0.6405354,0.60539633,0.6642897,0.59964913,0.56235117,0.6510097,0.49333155,0.7245064,0.60678154,0.43476692,0.5072351,0.75158095,0.40041965,0.7299496,0.5343865
uei,0.46981815,0.5858025,0.429287,0.5231396,0.47710833,0.54122806,0.49949282,0.51266944,0.49975228,0.44223624,0.35920712,0.44349158,0.4635632,0.504208,0.5247468,0.54814136,0.51142704,0.45516163,0.42805633,0.41974315
ueu,0.42402625,0.43976733,0.36521474,0.54661345,0.45777243,0.43163472,0.55184734,0.36207923,0.5052529,0.40417397,0.5557638,0.3470393,0.39031932,0.43218103,0.4283694,0.5048666,0.39822987,0.44316426,0.4485608,0.361831
uff,0.6379737,0.65811116,0.5456472,0.5872631,0.66650146,0.67552304,0.6361032,0.508356,0.49826545,0.39917266,0.6396324,0.7003465,0.57007647,0.64935255,0.40238065,0.6149982,0.6518806,0.72131056,0.6158361,0.5178599
ufg,0.5012831,0.4673048,0.42581397,0.6407114,0.40357643,0.7295744,0.49575186,0.6190506,0.6090679,0.39448148,0.66372865,0.65285236,0.66805476,0.53469205,0.7579538,0.39635473,0.34866646,0.45558208,0.5528563,0.60294855
ufu,0.42307612,0.6992428,0.61380875,0.5370969,0.698155,0.5862002,0.40342617,0.4567241,0.58935064,0.6778282,0.6477447,0.4032304,0.7025282,0.39386222,0.67978114,0.6358744,0.34295154,0.5630369,0.40425733,0.68684095
ufx,0.35685936,0.3233556,0.30349648,0.3559429,0.4353498,0.39278138,0.40746662,0.3484842,0.45189956,0.28850013,0.3474539,0.3663192,0.36966893,0.30406278,0.35822743,0.2934432,0.3131778,0.2942185,0.30932644,0.36274326
ugg,0.30688378,0.4769998,0.6230678,0.378328,0.42279726,0.37289402,0.38693643,0.41008836,0.449063,0.37575516,0.37092835,0.40086746,0.36092243,0.52253693,0.42116776,0.31708336,0.40991116,0.3867553,0.4385469,0.32824644
ugm,0.5659355,0.41615295,0.61978954,0.53728676,0.39535868,0.52393526,0.5926445,0.5235061,0.5889842,0.40899983,0.48098046,0.50394785,0.6250891,0.57284343,0.61471546,0.61446375,0.4474899,0.5844981,0.58004975,0.53615755
ugt,0.50508726,0.62610555,0.39512768,0.6403505,0.42840567,0.6683619,0.6830613,0.5194201,0.5841105,0.4827491,0.38736823,0.52888715,0.6543767,0.6974397,0.6634703,0.5090112,0.6385608,0.68813205,0.67263144,0.71558136
ugw,0.47762278,0.47275606,0.66558343,0.60041684,0.5025326,0.40964252,0.44064608,0.5648943,0.64286554,0.5381258,0.65937203,0.40020743,0.57725465,0.5734417,0.5674453,0.42470494,0.6174108,0.5577378,0.37590575,0.503879
ugz,0.53552294,0.61818033,0.65217084,0.45242023,0.5768086,0.68850553,0.5533792,0.46163052,0.6526096,0.6357345,0.46852672,0.4829078,0.5724262,0.6243153,0.6574386,0.54496413,0.5573067,0.6451829,0.5956338,0.4165992
uho,0.33358797,0.46446905,0.40527698,0.3415925,0.36232704,0.45730263,0.32824683,0.33575448,0.37437564,0.40995723,0.34027138,0.3154921,0.35818866,0.4824545,0.3744062,0.41680193,0.34334287,0.28457865,0.4472851,0.41093573
uhp,0.5976875,0.6260946,0.5055282,0.5980528,0.51121813,0.47065142,0.49656639,0.468711,0.4547573,0.52066475,0.4874129,0.53168875,0.5153659,0.49622002,0.47852415,0.5237758,0.542033,0.5062277,0.33693883,0.4869013
uhs,0.53614295,0.4296582,0.6005412,0.46911284,0.48308542,0.439117,0.50661117,0.47666875,0.39107862,0.48756692,0.5394949,0.43308994,0.43287158,0.3833122,0.5275548,0.38423002,0.43337768,0.46931508,0.42643282,0.41879836
uic,0.41522717,0.7237519,0.44636428,0.6544924,0.68884337,0.77793497,0.4494206,0.28390655,0.49969038,0.6516028,0.72282195,0.40419692,0.6504744,0.2807222,0.5951178,0.51886284,0.39087358,0.5787125,0.6186035,0.3270595
uif,0.3417904,0.6029338,0.5289585,0.70648414,0.3564686,0.45052904,0.35483348,0.4999508,0.48158795,0.35326517,0.4670069,0.4778342,0.5644268,0.38705492,0.49696743,0.4702047,0.46077073,0.49432632,0.5904836,0.6302132
uir,0.3809315,0.5843918,0.57575744,0.45010602,0.51664776,0.58076096,0.6138714,0.5247405,0.581953,0.49557415,0.5272349,0.5274369,0.3038602,0.46527785,0.44546703,0.3280073,0.6836492,0.5893705,0.5770337,0.5494295
ujo,0.43648437,0.46694058,0.31583282,0.3379276,0.4784017,0.4158817,0.40733346,0.39993325,0.29801202,0.5456278,0.39224342,0.38978136,0.38481423,0.37976468,0.4038573,0.68746716,0.4107153,0.46536294,0.46156958,0.3157469
ujw,0.36400646,0.36808836,0.42792493,0.3671351,0.35956672,0.4459354,0.33335868,0.426857,0.46710297,0.44112056,0.37368864,0.443388,0.43865559,0.51076514,0.34268248,0.38921383,0.3853632,0.42395905,0.59011096,0.37790433
ukb,0.4344132,0.5145987,0.58693326,0.47410026,0.38491327,0.59095466,0.5578453,0.6620134,0.6228054,0.65430343,0.75637764,0.36427566,0.45325938,0.7205272,0.27580687,0.7123446,0.46803802,0.63230675,0.40528658,0.57852495
ukc,0.6888782,0.51808816,0.63862383,0.4581513,0.6060378,0.44896513,0.4663099,0.64889663,0.6323607,0.2953659,0.62043184,0.5755458,0.5691617,0.6622133,0.60206634,0.6473052,0.7506764,0.51038074,0.52647954,0.39365977
uki,0.45029455,0.34590912,0.46973175,0.4021382,0.3721353,0.5526164,0.60309196,0.42625353,0.3182417,0.4534794,0.42972732,0.48039666,0.47499588,0.31429613,0.52036446,0.36892146,0.45764235,0.37852696,0.33795312,0.35745078
ukk,0.51186967,0.7165176,0.6952722,0.6142746,0.43852052,0.66711545,0.727305,0.4938783,0.6684567,0.33892903,0.5554203,0.6062427,0.52407277,0.62569594,0.58987004,0.7119583,0.62074935,0.54889804,0.750874,0.38101608
ukp,0.6291998,0.55086094,0.69000345,0.60172606,0.5161807,0.6092477,0.5679791,0.5271888,0.5578253,0.544835,0.6773307,0.60527,0.48866397,0.6252063,0.52805585,0.58030057,0.7302114,0.50468606,0.5162458,0.4978706
ukr,0.588094,0.36634618,0.64697295,0.6183344,0.6148109,0.5168885,0.58692765,0.38926223,0.5730045,0.44810888,0.7167481,0.58981764,0.35108033,0.58490497,0.4613881,0.45433035,0.43477726,0.6621334,0.40406427,0.4075746
ukt,0.4671036,0.41991928,0.46337834,0.56306225,0.33361614,0.500185,0.42108193,0.55643284,0.41358784,0.442232,0.33141103,0.49291226,0.4651716,0.48266956,0.49789643,0.51521635,0.4431309,0.4809423,0.44489965,0.45848364
ule,0.7070294,0.41375777,0.45009193,0.38068143,0.3700644,0.52121603,0.4526887,0.63103414,0.61164296,0.73662674,0.7461606,0.44800726,0.4194098,0.42651752,0.38731232,0.38774642,0.63673955,0.67914367,0.6173111,0.6764343
ull,0.41403666,0.41692153,0.5450159,0.61192554,0.45322534,0.6011293,0.6529173,0.5866885,0.72575784,0.66839516,0.61099523,0.6199897,0.38560215,0.41134363,0.62230307,0.6738046,0.66863173,0.41230547,0.58980465,0.550341
ult,0.5338737,0.61443084,0.549939,0.55114007,0.57679087,0.53844607,0.5676176,0.56537354,0.57511497,0.49659872,0.6794627,0.54052836,0.4722519,0.65525115,0.44802797,0.59586686,0.5194707,0.5024422,0.5145613,0.59172994
ulv,0.6419879,0.5000058,0.39387769,0.47555974,0.6797995,0.41467595,0.60039324,0.48098654,0.5358211,0.62170905,0.42996052,0.29244334,0.5557858,0.433831,0.34370008,0.6706651,0.47680336,0.4568474,0.5290079,0.3833123
umc,0.53588873,0.49165052,0.69069386,0.7147411,0.58618295,0.5408368,0.6317105,0.54032207,0.6443078,0.42886668,0.5806668,0.5845905,0.45280883,0.4437609,0.5161865,0.6274821,0.6863308,0.551254,0.5869217,0.5005519
umg,0.4885039,0.5329494,0.4969075,0.48768336,0.45298576,0.45664355,0.4513953,0.40402332,0.40392593,0.54009867,0.43322477,0.39066327,0.5113704,0.4268962,0.50385606,0.6842997,0.59253657,0.46323934,0.5224701,0.45559698
umq,0.5498198,0.38796505,0.50352,0.5957608,0.55234915,0.6127729,0.49055478,0.5523858,0.58339024,0.52198046,0.48994395,0.5062757,0.5793134,0.5341926,0.5738567,0.66014695,0.52948385,0.5868862,0.48105747,0.54223293
umw,0.50245696,0.49935603,0.6909526,0.374241,0.45885953,0.5163695,0.65334135,0.6629238,0.6376695,0.65680045,0.66071916,0.5861602,0.49946567,0.5854806,0.46884522,0.6862627,0.62258106,0.48678714,0.35133907,0.59776515
une,0.54134136,0.36541498,0.59754676,0.39775157,0.55841523,0.46013516,0.6092496,0.39472163,0.5785303,0.5558385,0.6259846,0.4721863,0.68688107,0.40443382,0.5158565,0.653776,0.4060304,0.41579863,0.34041205,0.5850709
unk,0.5200543,0.676446,0.41912717,0.6258301,0.60619056,0.55207574,0.5973314,0.41821268,0.5164595,0.65070814,0.6347096,0.45936158,0.5129141,0.6051805,0.6525797,0.45635048,0.49195197,0.5038745,0.54007894,0.61723596
uno,0.49558344,0.44436857,0.5408828,0.44732302,0.57659733,0.44858497,0.46782643,0.4062945,0.5722941,0.51836485,0.52161235,0.5556089,0.48793307,0.5105707,0.45001775,0.46827683,0.573629,0.6104907,0.6377043,0.56401956
uod,0.54607356,0.6486616,0.63960564,0.6114023,0.5741099,0.38052776,0.7263241,0.63672704,0.67769146,0.46816736,0.5570825,0.7650284,0.6927105,0.40389383,0.37689596,0.6211382,0.32482904,0.67427266,0.77188224,0.636043
uos,0.5594018,0.54602253,0.4048035,0.3056844,0.41932485,0.55218947,0.5344891,0.40092102,0.56208,0.4089341,0.45435894,0.35907173,0.495193,0.40816754,0.63482976,0.5684281,0.6308326,0.725011,0.50749904,0.39581048
upc,0.70103824,0.7513542,0.54690576,0.39445466,0.65054053,0.37872043,0.6016203,0.6449995,0.50845784,0.65122765,0.6690958,0.6280032,0.62174624,0.70878047,0.6471337,0.47619796,0.5738245,0.4089163,0.70633054,0.67816406
upd,0.3777487,0.38650918,0.36254522,0.38639498,0.37406924,0.435338,0.43958578,0.36440045,0.3491265,0.3982484,0.46712807,0.394343,0.48053178,0.44552875,0.534987,0.42792106,0.35133693,0.4266307,0.4828507,0.4514737
ups,0.4015636,0.69721925,0.77488244,0.3843981,0.61312,0.4882223,0.4379288,0.7280492,0.6897993,0.55245,0.5849189,0.6247773,0.4624544,0.45009744,0.4195895,0.69706714,0.40359214,0.6639771,0.403122,0.6483333
upy,0.336165,0.5411887,0.73146296,0.7657687,0.41577786,0.5876496,0.4564238,0.7253638,0.38402316,0.42798853,0.4498674,0.6371181,0.5413083,0.5395387,0.42173,0.36281765,0.66473573,0.2888548,0.39828554,0.5548756
uqg,0.61054015,0.6175194,0.5229062,0.39408612,0.3637669,0.6278343,0.33013737,0.46959078,0.54864585,0.37809172,0.32091576,0.42948213,0.37918934,0.41399795,0.58598757,0.56401765,0.75521755,0.68171835,0.3427852,0.38849232
uql,0.38703176,0.39344263,0.72423726,0.3995216,0.43943042,0.41464892,0.72655004,0.3758375,0.63589734,0.42454472,0.5187712,0.58694005,0.5498258,0.58360344,0.53914064,0.57799906,0.46629357,0.6014617,0.58680004,0.6751823
uqm,0.59789634,0.6939422,0.35621053,0.37785152,0.34929466,0.57708126,0.561125,0.5571159,0.5826162,0.2990102,0.73416764,0.35594445,0.36428604,0.6985629,0.6925727,0.5533009,0.39911416,0.34487298,0.73148626,0.6712793
uqr,0.47495148,0.45126277,0.5056612,0.46768856,0.41939747,0.41823316,0.44266137,0.48689747,0.45104396,0.42647815,0.49020132,0.53426427,0.38874915,0.4473385,0.5031866,0.6013135,0.49938592,0.482434,0.49240217,0.45124048
uqt,0.38948062,0.40548554,0.3345068,0.4269418,0.43078923,0.39719734,0.33469588,0.36001068,0.50768745,0.49199933,0.3656514,0.4789205,0.4750687,0.3556212,0.3756717,0.37035623,0.41021758,0.3880711,0.42823142,0.35367876
uqx,0.4914699,0.36665177,0.47741902,0.44123164,0.47002602,0.54023546,0.3840477,0.56639946,0.5134076,0.37856328,0.5815443,0.372307,0.5706943,0.438352,0.48038656,0.6052057,0.5580994,0.4956247,0.3555502,0.39396158
uqz,0.3703804,0.48855373,0.52871376,0.43665892,0.5325192,0.41359746,0.52543724,0.38928324,0.49520686,0.47722983,0.51856476,0.47509015,0.5285862,0.5477241,0.42564672,0.35822207,0.5437318,0.4482606,0.5219508,0.4156081
urm,0.44370848,0.43633288,0.47685754,0.77421904,0.6461589,0.3647133,0.5105489,0.6444434,0.5293054,0.35863802,0.34692067,0.5926032,0.49148163,0.39635634,0.74636143,0.44001132,0.3960423,0.37007478,0.6160143,0.36839834
